Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel,Store_ID,Store_Name,Country,Region,City,Product_ID,Product_Name,Product_Category,Product_Subcategory,Quantity,Unit_Price,Discount_Percentage,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Shipping_Method,Delivery_Days,Return_Flag,Return_Reason,Sales_Representative,Promotion_Code,Customer_Rating,Inventory_Level,Total Order Value,Inventory Status,Amount after discount,Order_Year,charged Amount %
T02002887,O0102887,C04405,Liam White,39,Female,Returning Customer,15-05-2022 00:00,0.765532407,Online,NYC-01,New York Central,United States,Northeast,New York,P002,ProBook 16 Laptop,Electronics,Laptops,4,1366.15,10,4918.14,4207.61,710.53,Credit Card,Completed,Standard,8,No,Not Returned,Sophia Brown,Not Avl,3,54,5464.6,IN Stock,4426.326,2022,90
T02013238,O0113238,C03420,Daniel Brown,40,Female,Consumer,11-05-2024 00:00,0.698923611,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P007,NoiseCancel Headset,Electronics,Audio,2,143.36,20,229.38,200.13,29.25,Bank Transfer,Completed,Standard,6,No,Not Returned,Noah Wilson,SUMMER10,4,0,286.72,Out of Stock,183.504,2024,80
T02015633,O0115633,C00074,William Hall,50,Male,Consumer,23-11-2023 00:00,0.509560185,Phone Order,LON-01,London City,United Kingdom,England,London,P008,SmartDock USB-C,Electronics,Accessories,1,120.44,10,108.39,85.17,23.23,Credit Card,Completed,Standard,5,No,Not Returned,James Anderson,VALENTINE20,4,63,120.44,IN Stock,97.551,2023,90
T02017188,O0117188,C01931,Michael Adams,41,Female,Consumer,01-04-2025 00:00,0.693923611,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P015,Printer Plus,Office Supplies,Printers,6,278.27,10,1502.67,1391.15,111.52,Credit Card,Completed,Pickup,0,No,Not Returned,Ella Lewis,Not Avl,4,33,1669.62,IN Stock,1352.403,2025,90
T02009170,O0109170,C03631,David Nelson,44,Male,Consumer,01-12-2023 00:00,0.630092593,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P026,Webcam HD,Electronics,Cameras,1,88.35,10,79.52,62.56,16.95,Cash,Shipped,Pickup,0,No,Not Returned,Amelia Jackson,BACK2WORK,2,41,88.35,IN Stock,71.568,2023,90
T02015653,O0115653,C01470,Thomas Thomas,38,Female,Premium,24-05-2022 00:00,0.334953704,B2B Portal,CHI-01,Chicago Loop,United States,Midwest,Chicago,P025,USB Power Hub,Electronics,Accessories,2,53.55,0,107.09,70.82,36.27,Debit Card,Cancelled,Standard,9,No,Not Returned,Emma Carter,BACK2WORK,4,105,107.1,IN Stock,107.09,2022,100
T02010143,O0110143,C01995,Grace Scott,57,Male,Corporate,14-03-2025 00:00,0.729780093,B2B Portal,MAN-01,Manchester North,United Kingdom,England,Manchester,P004,Vision 27 Monitor,Electronics,Monitors,4,342.72,5,1302.32,1042.15,260.16,PayPal,Shipped,Standard,3,No,Not Returned,Michael Clark,BLACKFRIDAY25,0,92,1370.88,IN Stock,1237.204,2025,95
T02007538,O0103769,C05532,Lucas Moore,34,Female,Consumer,31-10-2025 00:00,0.755706019,B2B Portal,CHI-01,Chicago Loop,United States,Midwest,Chicago,P012,Ergo Footrest,Furniture,Office Furniture,2,76.92,0,153.84,99.59,54.24,Credit Card,Returned,Pickup,0,Yes,Changed Mind,Olivia Martin,SPRING15,4,76,153.84,IN Stock,153.84,2025,100
T02006588,O0106588,C02017,Mia Martin,47,Female,New Customer,14-09-2022 00:00,0.713078704,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P012,Ergo Footrest,Furniture,Office Furniture,2,78.16,0,156.31,97.64,58.67,Credit Card,Completed,Express,1,No,Not Returned,Ella Lewis,Not Avl,3,59,156.32,IN Stock,156.31,2022,100
T02009430,O0109430,C04227,Olivia Moore,36,Male,Small Business,08-02-2024 00:00,0.783865741,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P020,Presentation Kit,Office Supplies,Presentation,1,87.36,5,82.99,57.07,25.92,PayPal,Processing,Standard,4,No,Not Returned,Sophia Brown,CORP5,4,104,87.36,IN Stock,78.8405,2024,95
T02016348,O0116348,C02861,Mia Scott,40,Male,Consumer,29-09-2025 00:00,0.766041667,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P024,Desk Fan,Appliances,Climate,1,70.34,0,70.34,46.52,23.82,Credit Card,Completed,Express,3,No,Not Returned,Henry White,Not Avl,5,77,70.34,IN Stock,70.34,2025,100
T02007951,O0107951,C03393,Noah Scott,42,Male,Consumer,12-11-2022 00:00,0.737615741,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P008,SmartDock USB-C,Electronics,Accessories,1,115.35,25,86.51,82.93,3.58,Bank Transfer,Completed,Pickup,0,No,Not Returned,Emma Carter,VALENTINE20,5,64,115.35,IN Stock,64.8825,2022,75
T02016709,O0116709,C01441,Arthur Young,36,Male,Consumer,27-07-2025 00:00,0.751793981,Online,LON-01,London City,United Kingdom,England,London,P012,Ergo Footrest,Furniture,Office Furniture,1,83.43,0,83.43,53.38,30.05,Credit Card,Returned,Standard,3,Yes,Wrong Item,James Anderson,HALLOWEEN15,5,89,83.43,IN Stock,83.43,2025,100
T02008406,O0108406,C02227,Nora Adams,22,Male,Corporate,21-12-2022 00:00,0.72068287,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P006,Precision Mouse,Electronics,Accessories,1,36.73,10,33.06,23.17,9.89,Debit Card,Completed,Standard,5,No,Not Returned,Grace Harris,Not Avl,3,82,36.73,IN Stock,29.754,2022,90
T02009049,O0109049,C02665,Leo Walker,63,Male,Corporate,29-10-2025 00:00,0.606921296,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P025,USB Power Hub,Electronics,Accessories,3,48.42,5,138.01,92.53,45.48,Debit Card,Shipped,Pickup,0,No,Not Returned,Olivia Martin,Not Avl,4,63,145.26,IN Stock,131.1095,2025,95
T02003847,O0103847,C03261,Emma Johnson,36,Female,Consumer,05-11-2025 00:00,0.626388889,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P006,Precision Mouse,Electronics,Accessories,1,36.77,15,31.26,22.94,8.31,Credit Card,Shipped,Pickup,0,No,Not Returned,David Walker,HOLIDAY20,5,36,36.77,IN Stock,26.571,2025,85
T02000599,O0100599,C05187,Lily Davis,26,Other,Corporate,22-08-2024 00:00,0.619872685,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P022,Air Purifier,Appliances,Home Office,1,322.58,0,322.58,240.15,82.42,Credit Card,Processing,Pickup,0,No,Not Returned,Emma Carter,Not Avl,3,74,322.58,IN Stock,322.58,2024,100
T02011811,O0111811,C01074,Aria Davis,32,Female,Returning Customer,16-07-2022 00:00,0.786134259,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P005,Office Keyboard,Electronics,Accessories,5,59.13,5,280.88,187.75,93.14,Credit Card,Shipped,Standard,3,No,Not Returned,Charlotte Thomas,Not Avl,0,56,295.65,IN Stock,266.836,2022,95
T02013635,O0113635,C04391,Maya Johnson,25,Female,Small Business,19-08-2024 00:00,0.618275463,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P007,NoiseCancel Headset,Electronics,Audio,1,153.24,0,153.24,107.06,46.18,Cash,Cancelled,Pickup,0,No,Not Returned,Ella Lewis,SAVE10,0,76,153.24,IN Stock,153.24,2024,100
T02001933,O0101933,C03065,Thomas White,40,Male,Small Business,12-12-2025 00:00,0.51125,Retail Store,AUS-01,Austin Business,United States,South,Austin,P020,Presentation Kit,Office Supplies,Presentation,4,86.21,5,327.59,228.76,98.82,Bank Transfer,Completed,Pickup,0,No,Not Returned,David Walker,SPRING15,5,55,344.84,IN Stock,311.2105,2025,95
T02001535,O0101535,C03470,Leo Brown,54,Male,New Customer,08-11-2022 00:00,0.712916667,Online,LON-01,London City,United Kingdom,England,London,P004,Vision 27 Monitor,Electronics,Monitors,1,328.76,25,246.57,261.06,-14.49,Credit Card,Completed,Standard,5,No,Not Returned,David Walker,BACK2WORK,5,58,328.76,IN Stock,184.9275,2022,75
T02006930,O0106930,C00643,David White,56,Male,Returning Customer,21-03-2022 00:00,0.474861111,Retail Store,PAR-01,Paris Central,France,Île-de-France,Paris,P023,Portable Heater,Appliances,Climate,2,96.55,0,193.09,141.37,51.73,PayPal,Completed,Pickup,0,No,Not Returned,Liam Davis,Not Avl,1,27,193.1,IN Stock,193.09,2022,100
T02015078,O0115078,C05521,Emily Harris,53,Male,Consumer,15-03-2022 00:00,0.620706019,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P001,AeroBook 14 Laptop,electronics,Laptops,2,876.45,5,1665.25,1462.61,202.64,Bank Transfer,Completed,Standard,6,No,Not Returned,Grace Harris,BLACKFRIDAY25,4,69,1752.9,IN Stock,1581.9875,2022,95
T02016564,O0108282,C03832,Arthur Jones,48,Male,Consumer,18-04-2024 00:00,0.667326389,Online,LON-01,London City,United Kingdom,England,London,P025,USB Power Hub,Electronics,Accessories,2,49.11,0,98.21,61.49,36.72,Bank Transfer,Completed,Express,1,No,Not Returned,Noah Wilson,VALENTINE20,4,78,98.22,IN Stock,98.21,2024,100
T02014908,O0114908,C01456,Evelyn Thomas,64,Male,Small Business,03-04-2024 00:00,0.637685185,Phone Order,CHI-01,Chicago Loop,United States,Midwest,Chicago,P001,AeroBook 14 Laptop,Electronics,Laptops,1,884.57,15,751.89,703.35,48.54,PayPal,Completed,Express,3,No,Not Returned,Daniel Miller,MOM15,5,46,884.57,IN Stock,639.1065,2024,85
T02000276,O0100276,C03908,James Baker,32,Female,New Customer,28-11-2022 00:00,0.422349537,Retail Store,LON-01,London City,United Kingdom,England,London,P007,NoiseCancel Headset,Electronics,Audio,5,151.79,20,607.18,527.86,79.32,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,5,82,758.95,IN Stock,485.744,2022,80
T02017353,O0117353,C03548,Sophia Nelson,33,Female,Consumer,04-04-2024 00:00,0.423993056,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P022,Air Purifier,Appliances,Home Office,1,327.03,0,327.03,230.32,96.72,PayPal,Completed,Standard,5,No,Not Returned,Mia Taylor,Not Avl,4,72,327.03,IN Stock,327.03,2024,100
T02016059,O0116059,C01104,Evelyn Thomas,33,Female,Small Business,01-02-2023 00:00,0.393078704,Retail Store,PAR-01,Paris Central,France,Île-de-France,Paris,P022,Air Purifier,Appliances,Home Office,1,318.6,15,270.81,237.29,33.51,Credit Card,Completed,Standard,4,No,Not Returned,Henry White,SAVE10,5,57,318.6,IN Stock,230.1885,2023,85
T02017207,O0117207,C00418,Jack Jones,32,Male,Small Business,16-04-2022 00:00,0.520891204,B2B Portal,LON-01,London City,United Kingdom,England,London,P016,Laser Toner,Office Supplies,Consumables,5,115.82,0,579.12,428.24,150.88,Cash,Completed,Express,1,No,Not Returned,Grace Harris,BLACKFRIDAY25,4,64,579.1,IN Stock,579.12,2022,100
T02017191,O0117191,C02842,Thomas Moore,38,Male,Consumer,28-07-2023 00:00,0.798622685,Online,LON-01,London City,United Kingdom,England,London,P025,USB Power Hub,Electronics,Accessories,2,51.13,5,97.14,64.23,32.91,Debit Card,Shipped,Standard,7,No,Not Returned,Liam Davis,HALLOWEEN15,5,85,102.26,IN Stock,92.283,2023,95
T02013411,O0113411,C01982,James Miller,39,Male,Returning Customer,15-09-2024 00:00,0.61119213,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P005,Office Keyboard,Electronics,Accessories,3,58.99,0,176.98,122.28,54.7,Credit Card,Completed,Standard,6,No,Not Returned,Emma Carter,CORP5,0,76,176.97,IN Stock,176.98,2024,100
T02009441,O0109441,C03137,Benjamin Scott,47,Female,Premium,20-03-2023 00:00,0.704375,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P011,Meeting Table,Furniture,Office Furniture,2,918.45,0,1692.06,1496.43,340.47,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,5,84,1836.9,IN Stock,1692.06,2023,100
T02009935,O0109935,C01061,Freya Lewis,23,Male,Consumer,11-12-2024 00:00,0.764456019,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P021,Coffee Machine,Appliances,Kitchen,1,238.36,5,226.44,177.69,48.75,Credit Card,Shipped,Standard,7,No,Not Returned,David Walker,Not Avl,0,52,238.36,IN Stock,215.118,2024,95
T02013706,O0113706,C05441,Maya Anderson,34,Male,Small Business,18-11-2024 00:00,0.492384259,Retail Store,LON-01,London City,United Kingdom,England,London,P004,Vision 27 Monitor,Electronics,Monitors,1,304.38,20,243.5,229.38,14.12,Bank Transfer,Completed,Pickup,0,No,Not Returned,Mia Taylor,HOLIDAY20,0,65,304.38,IN Stock,194.8,2024,80
T02003890,O0101945,C00744,Emily Wright,43,Female,Returning Customer,10-10-2024 00:00,0.67525463,B2B Portal,AUS-01,Austin Business,United States,South,Austin,P002,ProBook 16 Laptop,Electronics,Laptops,1,1301.29,0,1301.29,963.23,338.07,Cash,Completed,Standard,6,No,Not Returned,Michael Clark,SUMMER10,4,31,1301.29,IN Stock,1301.29,2024,100
T02007300,O0103650,C02906,Maya Walker,33,Male,Consumer,19-02-2025 00:00,0.876099537,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P006,Precision Mouse,Electronics,Accessories,1,36.58,15,31.1,21.58,9.52,Debit Card,Processing,Standard,0,No,Not Returned,Grace Harris,BACK2WORK,4,61,36.58,IN Stock,26.435,2025,85
T02013139,O0113139,C04710,Maya Green,58,Male,Consumer,10-09-2025 00:00,0.507569444,Online,AUS-01,Austin Business,United States,South,Austin,P001,AeroBook 14 Laptop,Electronics,Laptops,2,866.6,0,1733.2,1370.21,362.99,Credit Card,Shipped,Pickup,0,Yes,Other,James Anderson,SUMMER10,3,79,1733.2,IN Stock,1733.2,2025,100
T02002803,O0101401,C05506,William Lewis,65,Male,Small Business,26-12-2025 00:00,0.433043981,Retail Store,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P018,Premium Pens,Office Supplies,Writing,2,23.6,15,40.12,27.7,12.42,Credit Card,Completed,Pickup,0,No,Not Returned,Daniel Miller,MOM15,0,64,47.2,IN Stock,34.102,2025,85
T02012683,O0106341,C05435,Aria King,39,Female,Small Business,12-07-2025 00:00,0.562141204,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P025,USB Power Hub,Electronics,Accessories,1,47.85,0,47.85,29.89,17.96,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,0,88,47.85,IN Stock,47.85,2025,100
T02009588,O0109588,C00912,Lucas Allen,23,Female,New Customer,05-08-2022 00:00,0.939189815,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P007,NoiseCancel Headset,Electronics,Audio,1,150.12,5,142.61,102.1,40.51,Credit Card,Processing,Express,1,No,Not Returned,Amelia Jackson,Not Avl,5,81,150.12,IN Stock,135.4795,2022,95
T02017637,O0117637,C01479,Lucas Allen,55,Male,Consumer,17-11-2025 00:00,0.56693287,Retail Store,TOR-01,Toronto Central,Canada,Ontario,Toronto,P024,Desk Fan,Appliances,Climate,2,72.2,25,108.3,97.82,10.48,Debit Card,Returned,Pickup,0,Yes,Wrong Item,Emma Carter,SPRING15,5,44,144.4,IN Stock,81.225,2025,75
T02004474,O0104474,C03793,Max Smith,49,Female,Consumer,09-05-2024 00:00,0.996585648,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P007,NoiseCancel Headset,Electronics,Audio,2,145.91,5,277.23,208.3,68.92,Apple Pay,Completed,Standard,5,No,Not Returned,Noah Wilson,CORP5,5,78,291.82,IN Stock,263.3685,2024,95
T02015961,O0115961,C05072,Mia Jackson,25,Male,Consumer,02-08-2023 00:00,0.866770833,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P006,Precision Mouse,Electronics,Accessories,1,38.04,0,38.04,23.11,14.92,Credit Card,Returned,Pickup,0,Yes,Changed Mind,Lucas Moore,BACK2WORK,2,88,38.04,IN Stock,38.04,2023,100
T02000098,O0100049,C00440,Max Jones,18,Male,Small Business,09-02-2024 00:00,0.76005787,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P003,EdgeTab 11 Tablet,Electronics,Tablets,2,493.1,10,887.58,775.69,111.89,Bank Transfer,Completed,Standard,3,No,Not Returned,Noah Wilson,HOLIDAY20,5,79,986.2,IN Stock,798.822,2024,90
T02007983,O0107983,C04960,Aria Jones,26,Female,Consumer,01-09-2025 00:00,0.62025463,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P018,Premium Pens,Office Supplies,Writing,1,24.65,15,20.95,14.12,6.83,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,SUMMER10,5,75,24.65,IN Stock,17.8075,2025,85
T02015652,O0115652,C02046,Olivia Miller,28,Male,Small Business,12-12-2024 00:00,0.688263889,Online,LON-01,London City,United Kingdom,England,London,P026,Webcam HD,Electronics,Cameras,2,91.17,15,154.99,126.9,28.09,Credit Card,Completed,Standard,5,No,Not Returned,Lucas Moore,CORP5,5,60,182.34,IN Stock,131.7415,2024,85
T02000026,O0100026,C00171,Evelyn Green,27,Female,Small Business,24-11-2022 00:00,0.798425926,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P017,Copy Paper Box,Office Supplies,Paper,1,41.22,10,37.1,32.61,4.49,Bank Transfer,Returned,Express,1,Yes,Wrong Item,Sophia Brown,Not Avl,4,71,41.22,IN Stock,33.39,2022,90
T02010447,O0110447,C01922,Olivia Wilson,39,Female,Corporate,30-05-2024 00:00,0.522708333,B2B Portal,NYC-01,New York Central,United States,North East,New York,P007,NoiseCancel Headset,Electronics,Audio,2,141.69,15,240.87,198.18,42.69,Credit Card,Completed,Standard,8,No,Not Returned,Henry White,Not Avl,4,63,283.38,IN Stock,204.7395,2024,85
T02011518,O0111518,C02722,Lily Brown,37,Female,New Customer,25-01-2022 00:00,0.599988426,B2B Portal,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P013,Desk Lamp,Furniture,Lighting,11,66.41,0,730.53,440.18,290.34,PayPal,Completed,Standard,1,No,Not Returned,David Walker,SUMMER10,3,26,730.51,IN Stock,730.53,2022,100
T02006137,O0103068,C03314,Olivia Thompson,44,Female,Small Business,05-12-2023 00:00,0.675451389,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P001,AeroBook 14 Laptop,Electronics,Laptops,2,858.26,15,1459.04,1265.62,193.42,Bank Transfer,Returned,Standard,6,Yes,Damaged,Olivia Martin,Not Avl,4,58,1716.52,IN Stock,1240.184,2023,85
T02003060,O0101530,C05594,Sophia Jones,33,Female,Consumer,26-05-2024 00:00,0.707928241,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P017,Copy Paper Box,Office Supplies,Paper,1,44.05,5,41.85,36.21,5.64,Bank Transfer,Returned,Next Day,1,Yes,Defective,David Walker,BLACKFRIDAY25,2,43,44.05,IN Stock,39.7575,2024,95
T02012099,O0112099,C03898,David Smith,38,Female,Consumer,11-04-2022 00:00,0.669537037,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P007,NoiseCancel Headset,Electronics,Audio,1,145.81,0,145.81,105.21,40.6,Credit Card,Completed,Standard,5,No,Not Returned,Sophia Brown,CORP5,5,54,145.81,IN Stock,145.81,2022,100
T02002396,O0102396,C00030,Unknown Customer,52,Male,Corporate,10-08-2025 00:00,0.736898148,Online,NYC-01,New York Central,United States,Northeast,New York,P008,SmartDock USB-C,Electronics,Accessories,1,116.25,0,116.25,84.42,31.83,Debit Card,Cancelled,Standard,5,No,Not Returned,Mia Taylor,Not Avl,0,108,116.25,IN Stock,116.25,2025,100
T02009708,O0109708,C01853,Leo White,27,Female,Consumer,08-11-2025 00:00,0.582858796,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P004,Vision 27 Monitor,Electronics,Monitors,1,327.88,10,295.09,242.81,52.29,Credit Card,Processing,Pickup,0,No,Not Returned,Henry White,HOLIDAY20,2,50,327.88,IN Stock,265.581,2025,90
T02015220,O0115220,C05064,James Adams,28,Male,Consumer,22-10-2025 00:00,0.625821759,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P021,Coffee Machine,Appliances,Kitchen,3,232.59,15,593.11,540.73,52.38,PayPal,Cancelled,Next Day,2,No,Not Returned,Daniel Miller,Not Avl,4,76,697.77,IN Stock,504.1435,2025,85
T02012430,O0106215,C04369,Grace Nelson,18,Male,Consumer,23-07-2022 00:00,0.761863426,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P017,Copy Paper Box,Office Supplies,Paper,2,44.64,0,89.29,70.8,18.49,Bank Transfer,Completed,Standard,3,No,Not Returned,Liam Davis,SPRING15,0,29,89.28,IN Stock,89.29,2022,100
T02011000,O0105500,C03100,Olivia Baker,46,Female,Consumer,16-05-2023 00:00,0.642662037,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P019,Notebook Pack,Office Supplies,Paper,1,28.2,20,22.56,16.71,5.85,Debit Card,Completed,Pickup,0,No,Not Returned,Ella Lewis,Not Avl,4,98,28.2,IN Stock,18.048,2023,80
T02016763,O0116763,C01640,Lily Jackson,29,Male,Corporate,13-11-2022 00:00,0.786527778,Online,AUS-01,Austin Business,United States,South,Austin,P006,Precision Mouse,Electronics,Accessories,1,38.05,20,30.44,24.34,6.1,Credit Card,Processing,Express,3,No,Not Returned,Ella Lewis,Not Avl,2,90,38.05,IN Stock,24.352,2022,80
T02016402,O0108201,C00264,Evelyn Hall,29,Male,Consumer,31-12-2022 00:00,0.818726852,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P014,Filing Cabinet,Furniture,Storage,1,250.08,5,237.57,169.12,68.46,Credit Card,Shipped,Pickup,0,No,Not Returned,Sophia Brown,Not Avl,4,36,250.08,IN Stock,225.6915,2022,95
T02008251,O0108251,C01063,Michael Davis,42,Female,Consumer,11-04-2025 00:00,0.354340278,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P015,Printer Plus,Office Supplies,Printers,1,273.76,10,246.38,212.6,33.79,Credit Card,Shipped,Pickup,0,No,Not Returned,Olivia Martin,VALENTINE20,5,84,273.76,IN Stock,221.742,2025,90
T02014025,O0114025,C04609,Aria Moore,45,Female,Consumer,22-10-2025 00:00,0.338171296,Phone Order,CHI-01,Chicago Loop,United States,Midwest,Chicago,P016,Laser Toner,Office Supplies,Consumables,1,118.57,0,118.57,91.03,27.54,Apple Pay,Completed,Standard,4,No,Not Returned,Daniel Miller,SPRING15,4,121,118.57,IN Stock,118.57,2025,100
T02012740,O0112740,C05097,Benjamin Jones,55,Female,Small Business,17-09-2025 00:00,0.857986111,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,489.33,0,489.33,385.74,103.6,Debit Card,Returned,Pickup,0,Yes,Late Delivery,Daniel Miller,HOLIDAY20,3,43,489.33,IN Stock,489.33,2025,100
